Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
Burundi,BDI,"Contraceptive prevalence, any method (% of all women ages 15-49)",SP.DYN.CONU.AL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,13,NA,NA,5.6,NA,NA,NA,NA,13.4,13.4,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA
Burundi,BDI,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,20,NA,NA,9.1,NA,NA,NA,22.7,21.9,21.9,31.7,NA,NA,NA,NA,28.5,NA,NA,NA,NA
Burundi,BDI,"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONU.SA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA
Burundi,BDI,"Contraceptive prevalence, any modern method (% of all women ages 15-49)",SP.DYN.CONM.AL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,5.8,NA,NA,4.8,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA
Burundi,BDI,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,8.5,NA,NA,7.8,NA,NA,NA,19.6,17.7,17.7,30,NA,NA,NA,NA,22.9,NA,NA,NA,NA
Burundi,BDI,"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)",SP.DYN.CONM.SA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,NA
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17697191,6.40484381,6.47216082,6.31327677,7.70102644,8.42368603,9.94232273,10.5808115,9.23542786,10.35023308,11.27638912,10.06996346,8.52668476,8.53728485,7.21081543,6.29022646,7.17137861,7.28069401,7.39932251,6.53989458,6.50141716,NA
Burundi,BDI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52349854,8.68435192,8.03355122,7.21945143,9.89765072,12.73564625,16.53172112,18.06217384,17.98236084,21.10002899,25.10807228,23.81056213,20.31077957,20.62176895,18.59082222,18.2036705,19.46626472,20.7039566,19.5513401,16.58985329,16.42022514,NA
Burundi,BDI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.92146492,34.73145816,36.21074434,34.43984219,43.57712786,47.79805759,59.11441364,64.42125075,57.68886834,64.06536036,71.07384218,65.06234603,55.58912536,59.46238501,52.55747882,50.14257443,54.97486986,54.66255091,56.10360375,49.75153222,46.21253074,NA
Burundi,BDI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.067,19.393,19.519,24.9,18.937,18.823,18.599,17.626,16.646,15.965,15.907,15.316,14.501,13.984,13.369,12.841,12.366,11.871,11.316,10.92,10.538,10.094,9.625,9.178,8.798,8.553,8.18,7.772,7.648,7.352,7.562,7.474
Burundi,BDI,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA
Burundi,BDI,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA
Burundi,BDI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.71829605,26.42440605,23.72472191,21.46398544,30.75166702,24.48430252,23.77729797,23.28585434,16.88214493,20.10386848,17.60574341,34.46959686,31.30749321,18.04870987,38.64748383,38.46514511,32.71024704,29.04510498,29.23078918,36.5705986,36.9785614,NA
Burundi,BDI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46507239,1.69244206,1.5355022,1.35508084,2.3681941,2.06248069,2.36401582,2.46383238,1.55913818,2.0807972,1.9852922,3.47107577,2.66949105,1.54086971,2.78679872,2.4195447,2.34577584,2.1146853,2.16288042,2.39167857,2.40413046,NA
Burundi,BDI,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94454002,6.66263866,6.37957811,3.71581554,5.80384254,6.223104,6.48142576,6.3231554,3.78774714,5.47752571,4.86066389,8.22791481,7.11028194,4.43170166,9.79248333,10.44351768,10.39131069,8.77704048,8.31280804,8.31280804,8.31280804,NA
Burundi,BDI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02162865,2.29478853,1.90593773,1.54958197,3.04369242,3.11823421,3.93079689,4.20593115,3.03580802,4.24192172,4.42046301,8.20740545,6.35879598,3.72196312,7.18488471,7.00206759,6.36746355,6.01348552,5.71501108,6.06700864,6.07196312,NA
Burundi,BDI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.808410463,9.177581613,8.590898638,7.392162639,13.40069323,11.70302124,14.05581043,15.00103779,9.739117993,12.87961535,12.51307891,22.42672973,17.40356147,10.73219284,20.31214252,19.28741326,17.98241637,15.87679499,16.39952665,18.19443376,17.08872909,NA
Burundi,BDI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.57231903,53.6508255,60.61325455,60.56898499,45.18771744,47.11100388,48.75333405,50.45308685,53.74073792,43.78639603,39.49122238,38.82874298,39.94078064,37.81323624,48.51926041,51.42174149,29.96576118,29.70310211,28.31686211,32.56153107,32.03273773,NA
Burundi,BDI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44140534,4.6592267,4.869397,4.37274837,4.47252207,5.99989118,8.05976549,9.11292407,9.66385295,9.23894146,9.91548505,9.24534274,8.11228371,7.79775816,9.02012884,9.36064333,5.83321449,6.1497168,5.53632575,5.40191036,5.25984739,NA
Burundi,BDI,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.87951336,18.6337141,21.94851144,20.8598627,19.69150887,22.51814627,28.82024661,32.50250982,31.00242296,28.05191138,28.06793012,25.26289263,22.20272966,22.48465167,25.5004986,25.7841836,16.47363834,16.2364726,15.88677965,16.1998616,14.80313785,NA
Burundi,BDI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70938689,19.92476845,15.66202354,17.96702766,24.06061554,28.4046917,27.46936798,26.2610569,29.37711716,36.1097374,42.90303421,26.70165825,28.75172806,44.13805389,12.83325672,10.11311531,37.32399368,41.25179291,42.4523468,30.86786652,30.98870277,NA
Burundi,BDI,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.995348369,10.87077708,18.20904456,40.19919821,46.87276085,44.91328793,64.30991899,69.80807253,76.11213946,76.67188512,97.68871589,81.96538892,37.39821142,6.448429577,80.09793506,75.96051777,83.4892672,73.88280125,98.67876711,NA
Burundi,BDI,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06046458,1.73033699,1.25821676,1.29712079,2.3814355,3.61752129,4.54115958,4.74331763,5.28269903,7.61916439,10.77212505,6.35781521,5.83970024,9.10204796,2.3858078,1.84095796,7.26558729,8.54075285,8.30000293,5.12093374,5.08841473,NA
Burundi,BDI,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233540551,6.920162254,5.67133566,6.187815839,10.48492496,13.57689181,16.23835572,16.91770136,16.94732636,23.13383249,30.49283536,17.37272568,15.98283423,26.24554051,6.744835869,5.070976048,20.51881643,22.54928221,23.81729754,15.35723703,14.32066354,NA
Burundi,BDI,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,24.5,NA,NA,NA,NA,28.7,NA,NA,NA,NA
Burundi,BDI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.365,7.336,7.301,7.272,7.23,7.184,7.123,7.04,6.958,6.897,6.872,6.849,6.819,6.785,6.746,6.708,6.659,6.588,6.515,6.409,6.26,6.108,5.991,5.889,5.794,5.695,5.587,5.481,5.38,5.271,5.177,5.078
Burundi,BDI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,220,220,210,190,170,150,150,150,150,140,140,130,130,120,120,130,150,170,180,190,210,220,240,240,250,250,250,250,240,230,220,220
Burundi,BDI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,NA,0.663100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,8.49,7.7,6.86,5.77,4.67,3.89,3.21,2.74,2.44,2.11,1.75,1.57,1.31,1.13,0.95,0.83,0.72,0.68,0.6,0.61,0.55,0.5,0.45,0.39,0.37,0.33,0.29,0.23,0.18,0.15,0.13,0.12
Burundi,BDI,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,9.2,8.32,7.4,6.23,5.04,4.18,3.46,2.94,2.6,2.23,1.85,1.65,1.38,1.2,1.02,0.89,0.78,0.74,0.66,0.67,0.6,0.54,0.49,0.43,0.4,0.36,0.31,0.24,0.19,0.16,0.14,0.13
Burundi,BDI,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,2.92,2.64,2.36,2,1.63,1.36,1.12,0.95,0.84,0.72,0.6,0.54,0.46,0.41,0.35,0.31,0.27,0.26,0.23,0.23,0.2,0.18,0.16,0.14,0.13,0.11,0.1,0.08,0.06,0.05,0.04,0.04
Burundi,BDI,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,5.27,4.88,4.45,3.89,3.31,2.87,2.5,2.2,1.99,1.78,1.55,1.41,1.23,1.09,0.95,0.83,0.74,0.69,0.61,0.59,0.49,0.45,0.4,0.34,0.31,0.27,0.22,0.19,0.16,0.14,0.13,0.14
Burundi,BDI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,46.711,45.903,45.285,39.343,45.583,45.862,46.321,47.235,48.461,49.319,49.768,50.745,51.846,52.589,53.583,54.6,55.388,56.11,57.407,57.953,58.398,59.094,59.852,60.649,61.346,62.198,62.458,63.302,63.524,64.347,63.675,63.609
Burundi,BDI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,43.011,42.539,42.474,34.984,42.521,42.257,42.435,43.521,44.621,45.699,45.272,46.127,47.902,49.072,50.374,51.387,52.291,53.279,53.963,54.772,55.714,56.396,57.086,57.776,58.35,58.226,59.088,59.764,59.821,60.339,59.465,59.711
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.86,44.227,43.895,37.105,44.08,44.059,44.373,45.387,46.552,47.528,47.514,48.431,49.891,50.857,52.01,53.023,53.869,54.727,55.71,56.388,57.081,57.769,58.493,59.235,59.868,60.217,60.793,61.553,61.688,62.351,61.566,61.663
Burundi,BDI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,27.52930069,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.23775864,NA,NA,NA,NA,NA,NA,NA,43.15718842,NA,NA,NA,NA,NA,54.64165878,NA,NA,61.22369003,NA,NA,NA,NA
Burundi,BDI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,48.23625183,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.30693054,NA,NA,NA,NA,NA,NA,NA,53.12839127,NA,NA,NA,NA,NA,69.58728027,NA,NA,76.29605103,NA,NA,NA,NA
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,37.38471985,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.30361938,NA,NA,NA,NA,NA,NA,NA,48.08406067,NA,NA,NA,NA,NA,61.51348877,NA,NA,68.37532806,NA,NA,NA,NA
Burundi,BDI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,59.49784088,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78002167,NA,NA,NA,NA,NA,NA,NA,66.61450958,NA,82.66000366,NA,NA,NA,85.29007721,NA,NA,91.03414917,NA,NA,NA,NA
Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,53.55521011,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33006287,NA,NA,NA,NA,NA,NA,NA,61.7387886,NA,74.45999908,NA,NA,NA,79.55960846,NA,NA,88.22177124,NA,NA,NA,NA
Burundi,BDI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,424.645,439.779,450.986,567.835,444.652,438.446,429.813,416.404,397.209,385.146,380.612,368.382,353.989,346.181,335.721,324.645,318.757,313.762,298.944,296.277,294.658,288.676,281.386,273.145,265.859,255.471,254.484,243.956,243.146,232.316,243.591,246.199
Burundi,BDI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,508.475,518.818,518.45,660.79,517.332,522.927,520.728,501.401,482.385,462.708,482.131,471.204,436.177,416.893,396.709,384.544,375.288,364.779,360.133,352.29,341.706,335.692,329.066,322.204,316.675,324.309,311.654,302.935,304.925,298.476,316.134,314.266
Burundi,BDI,Number of deaths ages 10-14 years,SH.DTH.1014,2811,3108,3415,7978,3835,4079,4172,4196,4218,4200,4116,3962,3750,3496,3157,2823,2575,2346,2153,2055,2019,1981,1998,2064,2154,2264,2375,2486,2583,2675,2758,2825
Burundi,BDI,"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE,1415,1560,1711,3566,1917,2036,2079,2088,2096,2082,2037,1957,1850,1724,1554,1388,1264,1149,1053,1001,982,962,968,999,1041,1092,1145,1198,1245,1288,1324,1356
Burundi,BDI,"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA,1396,1548,1704,4412,1918,2043,2093,2108,2122,2118,2079,2005,1900,1772,1603,1435,1311,1197,1100,1054,1037,1019,1030,1065,1113,1172,1230,1288,1338,1387,1434,1469
Burundi,BDI,Number of deaths ages 10-19 years,SH.DTH.1019,6191,6729,7297,15566,7841,8718,8877,8784,8700,8537,8206,7768,7282,6760,6180,5601,5110,4665,4306,4066,3948,3867,3848,3892,4003,4150,4228,4357,4505,4674,4834,4980
Burundi,BDI,"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE,3446,3732,4027,7400,4265,4749,4802,4720,4641,4456,4243,3975,3690,3395,3049,2707,2435,2183,1983,1846,1780,1741,1735,1758,1804,1870,1906,1958,2024,2092,2150,2207
Burundi,BDI,"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA,2745,2997,3270,8166,3576,3969,4075,4064,4059,4081,3963,3793,3592,3365,3131,2894,2675,2482,2323,2220,2168,2126,2113,2134,2199,2280,2322,2399,2481,2582,2684,2773
Burundi,BDI,Number of deaths ages 15-19 years,SH.DTH.1519,3380,3621,3882,7588,4006,4639,4705,4588,4482,4337,4090,3806,3532,3264,3023,2778,2535,2319,2153,2011,1929,1886,1850,1828,1849,1886,1853,1871,1922,1999,2076,2155
Burundi,BDI,"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE,2031,2172,2316,3834,2348,2713,2723,2632,2545,2374,2206,2018,1840,1671,1495,1319,1171,1034,930,845,798,779,767,759,763,778,761,760,779,804,826,851
Burundi,BDI,"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA,1349,1449,1566,3754,1658,1926,1982,1956,1937,1963,1884,1788,1692,1593,1528,1459,1364,1285,1223,1166,1131,1107,1083,1069,1086,1108,1092,1111,1143,1195,1250,1304
Burundi,BDI,Number of deaths ages 20-24 years,SH.DTH.2024,4260,4473,4701,8339,3873,4953,4792,4321,4092,3986,3769,3563,3433,3268,3129,2959,2738,2522,2341,2231,2206,2138,2065,2033,1958,1878,1749,1684,1633,1677,1733,1762
Burundi,BDI,"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE,2415,2537,2661,4088,2180,2804,2712,2440,2301,2222,2092,1951,1839,1708,1615,1478,1274,1099,968,894,845,792,742,710,666,625,575,550,530,544,558,568
Burundi,BDI,"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA,1845,1936,2040,4251,1693,2149,2080,1881,1791,1764,1677,1612,1594,1560,1514,1481,1464,1423,1373,1337,1361,1346,1323,1323,1292,1253,1174,1134,1103,1133,1175,1194
Burundi,BDI,Number of deaths ages 5-9 years,SH.DTH.0509,7273,7785,8195,13037,8556,8792,8805,8726,8640,8304,7842,7430,6869,6203,5652,5167,4678,4321,4099,3977,3947,3975,4056,4167,4296,4436,4543,4613,4630,4607,4534,4438
Burundi,BDI,"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE,3507,3731,3907,5949,4049,4151,4150,4107,4058,3902,3686,3499,3244,2942,2692,2467,2240,2073,1967,1911,1897,1914,1953,2008,2076,2149,2200,2231,2235,2220,2183,2131
Burundi,BDI,"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA,3766,4054,4288,7088,4507,4641,4655,4619,4582,4402,4156,3931,3625,3261,2960,2700,2438,2248,2132,2066,2050,2061,2103,2159,2220,2287,2343,2382,2395,2387,2351,2307
Burundi,BDI,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7869339,40.30458832,41.20006561,41.96569824,35.56011963,35.17008591,34.81430817,35.70703506,35.95796585,31.62755394,28.20030594,25.47524261,22.69366455,21.08439445,31.00106621,31.20963097,27.93280411,27.69053459,26.72955132,30.74374962,30.23435402,NA
